,parid,parid_card,bldg_id,struct_typ,str_prob,year_built,no_stories,a_stories,b_stories,bsmt_type,sq_foot,gsq_foot,occ_type,occ_detail,major_occ,broad_occ,appr_bldg,repl_cst,str_cst,nstra_cst,nstrd_cst,dgn_lvl,cont_val,efacility,dwell_unit,str_typ2,occ_typ2,tract_id,guid,FID_NEW,origin,stat_class,rmv_improv,rmv_land,elev,period,strctid,x,y,value_matc,geometry
479,,,,W1,,1944,1,,,,,,,,,,373090,,,,,Pre - Code,,,,W1,,,1d3e02c2-e465-4293-bd4e-3bc7c9e1a7b9,5159,1,133,160498.0,212592.0,-4.156504,0.35,41007026194001001S,-123.9349823,45.9776763916,0,POINT (-123.9349845234118 45.97767761394073)
480,,,,W2,,2004,2,,,,,,,,,,1157072,,,,,High - Code,,,,W2,,,f29bb5cf-33a4-4150-8300-5849c9d16777,5158,1,159,375584.0,781488.0,-3.522153,0.4,f29bb5cf-33a4-4150-8300-5849c9d16777,,,0,POINT (-123.935683988266 45.9776210206206)
481,,,,W2,,2003,2,,,,,,,,,,554976,,,,,Moderate - Code,,,,W2,,,359f3974-ac4b-4534-a344-1ec69e53ffaf,5156,1,159,342384.0,212592.0,-3.998813,0.4,41007026191001001S,-123.93447113,45.9776191711,0,POINT (-123.934474130825 45.97761985729775)
482,,,,W1,,1947,1,,,,,,,,,,235909,,,,,Pre - Code,,,,W1,,,e7797b7a-dfcf-46c8-a044-182bbf628b91,5155,1,133,82995.0,152914.0,-4.101564,0.35,41007026190001001S,-123.933731079,45.9776954651,0,POINT (-123.9337279491081 45.97769635629324)
483,,,,RC,,1989,1,,,,,,,,,,2664332,,,,,Low - Code,,,,RC,,,f2fce69b-2693-4624-9c9b-2eeed6fa7672,5153,1,412,1990350.0,673982.0,-3.257213,0.4,41007026188001001S,-123.926803589,45.9777145386,0,POINT (-123.9268007230812 45.97771521337668)
484,,,,W1,,1937,1,,,,,,,,,,310149,,,,,Pre - Code,,,,W1,,,6e46ee46-e92f-4c34-8052-9a1c3aaeb811,5152,1,131,97557.0,212592.0,-4.156504,0.35,41007026187001001S,-123.934890747,45.9777984619,0,POINT (-123.9348942437251 45.97779942366911)
485,,,,W1,,1938,1,,,,,,,,,,320842,,,,,Pre - Code,,,,W1,,,3216ef3d-f6bb-41fe-bae0-1bd7c01954ca,5151,1,132,108250.0,212592.0,-4.068611,0.35,41007026186001001S,-123.934234619,45.9777755737,0,POINT (-123.9342378341606 45.97777634767196)
486,,,,W1,,1941,1,,,,,,,,,,276120,,,,,Pre - Code,,,,W1,,,bec401ef-7942-48cd-b8f0-2472f8aa1a85,5150,1,142,123206.0,152914.0,-4.101564,0.35,41007026185001001S,-123.933532715,45.9777984619,0,POINT (-123.933529406763 45.97779741643643)
487,,,,RC,,2008,1,,,,,,,,,,336397,,,,,High - Code,,,,RC,,,5f779372-9c09-4d66-995c-a0450904c5df,5148,1,646,253973.0,82424.0,-3.150134,0.4,41007026183001001S,-123.932327271,45.9779319763,0,POINT (-123.9323274988061 45.97793035276909)
488,,,,W1,,1945,1,,,,,,,,,,264869,,,,,Pre - Code,,,,W1,,,b28f950c-92fb-442c-9530-9c27ffd6c94c,5147,1,132,105901.0,158968.0,-4.04744,0.35,41007026181001001S,-123.933288574,45.9779205322,0,POINT (-123.933291156044 45.97791868777127)
489,,,,W1,,1951,1,,,,,,,,,,286481,,,,,Pre - Code,,,,W1,,,69285fe2-6025-4dee-a0c7-b8a32d0b624c,5146,1,130,73889.0,212592.0,-4.211426,0.35,41007026180001001S,-123.934806824,45.9779205322,0,POINT (-123.9348039614148 45.97792123424492)
490,,,,RC,,2008,1,,,,,,,,,,336397,,,,,High - Code,,,,RC,,,d0ceb0ba-3f70-4c00-851f-0922b935eafb,5145,1,646,253973.0,82424.0,-2.975344,0.4,41007026179001001S,-123.9322052,45.9779891968,0,POINT (-123.932208207684 45.97799082690336)
491,,,,W1,,1936,1,,,,,,,,,,334758,,,,,Pre - Code,,,,W1,,,f045c561-9f3c-445c-af03-ced6eee41613,5143,1,132,122166.0,212592.0,-4.10192,0.35,41007026177001001S,-123.933959961,45.9779167175,0,POINT (-123.9339598740469 45.97791783379502)
492,,,,RC,,0,1,,,,,,,,,,343637,,,,,Pre - Code,,,,RC,,,357a39a4-4e9c-45d7-a59c-674c0119fdee,5142,1,451,113696.0,229941.0,-1.984853,0.4,41007026176001001S,-123.926307678,45.9781951904,0,POINT (-123.9263058123895 45.97819454060773)
493,,,,RC,,2008,1,,,,,,,,,,337458,,,,,High - Code,,,,RC,,,3534de6e-c893-47e9-8ebf-d51bf49f16b3,5141,1,646,255034.0,82424.0,-3.149668,0.4,41007026175001001S,-123.932090759,45.9780502319,0,POINT (-123.9320890392592 45.97805129910152)
494,,,,W1,,1944,1,,,,,,,,,,290977,,,,,Pre - Code,,,,W1,,,f58335ce-480c-4cf1-9d48-a3ba39262c32,5140,1,131,138063.0,152914.0,-3.774878,0.35,41007026174001001S,-123.93309021,45.9780197144,0,POINT (-123.9330926117061 45.97801974806711)
495,,,,W1,,1941,1,,,,,,,,,,212996,,,,,Pre - Code,,,,W1,,,dd805227-48e6-4d98-86a9-fff04898da48,5139,1,133,123151.0,89845.0,-14.351203,0.35,41007026173001001S,-123.912254333,45.9778366089,0,POINT (-123.9122551868137 45.97783580109343)
496,,,,RC,,2008,1,,,,,,,,,,337458,,,,,High - Code,,,,RC,,,adb06e5c-502f-40b4-aa0a-d2711668c336,5138,1,646,255034.0,82424.0,-3.149668,0.4,41007026171001001S,-123.931968689,45.9781112671,0,POINT (-123.9319698558873 45.97811180297799)
497,,,,W1,,1910,1,,,,,,,,,,348873,,,,,Pre - Code,,,,W1,,,a5f8ab19-332f-4432-a75f-109d3155a4dd,5137,1,133,162422.0,186451.0,-9.952866,0.35,41007026170001001S,-123.915718079,45.9781837463,0,POINT (-123.9157216127089 45.97818530044005)
498,,,,RC,,1999,1,,,,,,,,,,447764,,,,,Moderate - Code,,,,RC,,,b0b504df-0087-4be6-a1eb-c08c47e7d33f,5136,1,451,230839.0,216925.0,-2.57545,0.4,41007026169001001S,-123.92666626,45.9782295227,0,POINT (-123.9266637477079 45.97823102162883)
499,,,,W1,,1939,1,,,,,,,,,,292377,,,,,Pre - Code,,,,W1,,,7348b2f0-53de-492e-8073-a676938ddf49,5135,1,132,73731.0,218646.0,-4.104371,0.35,41007026167001001S,-123.933685303,45.9780578613,0,POINT (-123.9336819141395 45.978059318516)
500,,,,W1,,1944,1,,,,,,,,,,269454,,,,,Pre - Code,,,,W1,,,529cf62f-a387-4476-9dad-ada4765c560f,5134,1,130,116540.0,152914.0,-3.977106,0.35,41007026166001001S,-123.932929993,45.978099823,0,POINT (-123.9329337753452 45.97810059517909)
501,,,,RC,,2008,1,,,,,,,,,,336397,,,,,High - Code,,,,RC,,,46a8dae3-c5d0-42f8-beab-c33408ee695f,5132,1,646,253973.0,82424.0,-3.00245,0.4,41007026164001001S,-123.931846619,45.9781684875,0,POINT (-123.9318474468495 45.97816960050573)
502,,,,W1,,2010,1,,,,,,,,,,264664,,,,,High - Code,,,,W1,,,13847d5a-f0d7-48bd-a669-0d1bcecf779c,5131,1,145,135952.0,128712.0,-14.339157,0.35,41007026162001001S,-123.91456604,45.9785919189,0,POINT (-123.9145680309023 45.97859283913308)
503,,,,W1,,1952,1,,,,,,,,,,281497,,,,,Pre - Code,,,,W1,,,26eeeba0-bf6b-4ec7-87a7-9d9dfc915080,5129,1,130,68905.0,212592.0,-4.095209,0.35,41007026160001001S,-123.933486938,45.9781608582,0,POINT (-123.9334833715635 45.97816037965416)
504,,,,W1,,1939,1,,,,,,,,,,594225,,,,,Pre - Code,,,,W1,,,c2881485-b1d4-45dc-9cdd-8f5b62995fda,5128,1,143,186166.0,408059.0,-4.138626,0.35,41007026159001001S,-123.934669495,45.9781036377,0,POINT (-123.9346685399187 45.97810394968359)
505,,,,RC,,2008,1,,,,,,,,,,336397,,,,,High - Code,,,,RC,,,ed4bbd4b-e0c0-4969-9add-09f2a55da7c7,5126,1,646,253973.0,82424.0,-3.00245,0.4,41007026157001001S,-123.931739807,45.9782409668,0,POINT (-123.9317413406594 45.97824164791666)
506,,,,W1,,1950,1,,,,,,,,,,274847,,,,,Pre - Code,,,,W1,,,a8ebe7a6-b13f-4e92-bfef-0c0130f8d176,5125,1,140,121933.0,152914.0,-3.591775,0.35,41007026156001001S,-123.932746887,45.9781990051,0,POINT (-123.9327431727421 45.97819760698358)
507,,,,W1,,1942,1,,,,,,,,,,931244,,,,,Pre - Code,,,,W1,,,ff9b4bc6-0dd0-4774-a7ce-fe8cb4791327,5123,1,143,149756.0,781488.0,4.6e-05,0.35,ff9b4bc6-0dd0-4774-a7ce-fe8cb4791327,,,0,POINT (-123.9368350493015 45.9777269211251)
508,,,,W1,,1946,1,,,,,,,,,,324877,,,,,Pre - Code,,,,W1,,,df630d77-dc3d-4161-b90c-f474c589f0ab,5122,1,132,112285.0,212592.0,-4.095209,0.35,41007026151001001S,-123.933326721,45.9782409668,0,POINT (-123.9333245341222 45.97824122614625)
509,,,,W1,,1949,1,,,,,,,,,,258937,,,,,Pre - Code,,,,W1,,,27c696e0-342f-492e-9bd7-5324c08c725c,5121,1,130,106023.0,152914.0,-3.53073,0.35,41007026150001001S,-123.932518005,45.9783096313,0,POINT (-123.9325207703567 45.97831076163331)
510,,,,W1,,1950,1,,,,,,,,,,287200,,,,,Pre - Code,,,,W1,,,d6a589b4-109b-4cff-a729-073f8a0930b3,5120,1,130,74608.0,212592.0,-4.089983,0.35,41007026149001001S,-123.933166504,45.9783210754,0,POINT (-123.9331656981522 45.97832207465427)
511,,,,W1,,1952,1,,,,,,,,,,244850,,,,,Pre - Code,,,,W1,,,bbeccb6a-ce3d-41f9-8a5d-eca9dfdbe112,5117,1,120,32258.0,212592.0,-4.076604,0.35,41007026145001001S,-123.933990479,45.9783172607,0,POINT (-123.9339877808307 45.97831804349847)
512,,,,W1,,1962,1,,,,,,,,,,333455,,,,,Pre - Code,,,,W1,,,dff082c9-7fee-4bac-9919-0058a3fabb53,5115,1,141,120863.0,212592.0,-4.254259,0.35,41007026144001001S,-123.93447876,45.9783859253,0,POINT (-123.9344759355101 45.97838565897835)
513,,,,W1,,1937,1,,,,,,,,,,192439,,,,,Pre - Code,,,,W1,,,e21b9cac-b70e-4753-a137-78735848d1a0,5114,1,132,106987.0,85452.0,-8.546066,0.35,41007026143001001S,-123.915534973,45.9789047241,0,POINT (-123.9155345925925 45.97890655183087)
514,,,,W1,,1947,1,,,,,,,,,,291310,,,,,Pre - Code,,,,W1,,,6576aabe-1ae3-4b5c-80fa-30b8ffd86b53,5113,1,132,78718.0,212592.0,-4.089983,0.35,41007026142001001S,-123.932975769,45.9784202576,0,POINT (-123.9329750922024 45.97841907939878)
515,,,,W2,,2005,2,,,,,,,,,,449999,,,,,High - Code,,,,W2,,,45567ce8-2412-48be-8cf1-b047eb816214,5112,1,146,297085.0,152914.0,-3.015775,0.4,41007026141001001S,-123.931388855,45.9784812927,0,POINT (-123.9313894157576 45.97848025974886)
516,,,,W1,,1939,1,,,,,,,,,,249984,,,,,Pre - Code,,,,W1,,,ed5a017f-69cb-41be-ad21-968e1a8a240d,5110,1,133,97070.0,152914.0,-3.315971,0.35,41007026139001001S,-123.932258606,45.9784431458,0,POINT (-123.9322600283156 45.97844232819635)
517,,,,RC,,2003,1,,,,,,,,,,349319,,,,,Moderate - Code,,,,RC,,,9c48a071-80fc-47ae-9817-af45b7789d91,5108,1,646,196405.0,152914.0,-2.968174,0.4,41007026137001001S,-123.931236267,45.9785804749,0,POINT (-123.9312386421742 45.97858061558896)
518,,,,W1,,1949,1,,,,,,,,,,285464,,,,,Pre - Code,,,,W1,,,f94ec298-70c4-467d-8385-0c6a52352552,5107,1,130,72872.0,212592.0,-4.223238,0.35,41007026136001001S,-123.934387207,45.9785118103,0,POINT (-123.9343842938812 45.97851049465483)
519,,,,W2,,1947,2,,,,,,,,,,319124,,,,,Pre - Code,,,,W2,,,f1bc1d78-7199-4edb-bc79-c3f0780eb3db,5106,1,137,100478.0,218646.0,-4.048225,0.4,41007026135001001S,-123.933807373,45.9784698486,0,POINT (-123.9338037107356 45.97847149614966)
520,,,,W1,,1948,1,,,,,,,,,,301240,,,,,Pre - Code,,,,W1,,,b6c7fc7a-6d6f-44a5-8da5-814e039fe73b,5105,1,130,88648.0,212592.0,-4.027888,0.35,41007026133001001S,-123.932754517,45.9785308838,0,POINT (-123.9327526290555 45.97853217090842)
521,,,,W1,,1949,1,,,,,,,,,,248168,,,,,Pre - Code,,,,W1,,,55e0ef52-e698-4c12-bc36-275e1a965382,5104,1,140,95254.0,152914.0,-3.534295,0.35,41007026132001001S,-123.932014465,45.9785995483,0,POINT (-123.9320160362972 45.97859829070942)
522,,,,W1,,1980,1,,,,,,,,,,888902,,,,,Low - Code,,,,W1,,,d5840870-86c0-47e1-9d22-c7f41e91f67b,5103,1,132,107414.0,781488.0,-0.081204,0.35,d5840870-86c0-47e1-9d22-c7f41e91f67b,,,0,POINT (-123.93656779307 45.97809372341911)
523,,,,RC,,2003,1,,,,,,,,,,349384,,,,,Moderate - Code,,,,RC,,,40d0cbb4-8621-469a-b3a0-dd2c8bd46a1b,5101,1,646,196470.0,152914.0,-2.968174,0.4,41007026129001001S,-123.931114197,45.9786643982,0,POINT (-123.9311134625758 45.97866393443375)
524,,,,RC,,1962,1,,,,,,,,,,483119,,,,,Pre - Code,,,,RC,,,9394f59d-01bc-45fe-b284-aba69e72d2d4,5100,1,481,87406.0,395713.0,-1.904794,0.4,41007026127001001S,-123.926490784,45.9786643982,0,POINT (-123.9264911536266 45.97866558187813)
525,,,,W1,,1949,1,,,,,,,,,,360916,,,,,Pre - Code,,,,W1,,,53502d76-d721-4eb2-99c4-ac73a58c18a5,5099,1,133,148324.0,212592.0,-4.223238,0.35,41007026126001001S,-123.934295654,45.9786376953,0,POINT (-123.9342993189758 45.97863803563735)
526,,,,W1,,1970,1,,,,,,,,,,313830,,,,,Pre - Code,,,,W1,,,686b5f18-4766-4056-9b22-69925391ac45,5098,1,130,101238.0,212592.0,-4.036126,0.35,41007026125001001S,-123.933486938,45.9786338806,0,POINT (-123.9334900763423 45.97863214496088)
527,,,,W1,,2008,1,,,,,,,,,,315147,,,,,High - Code,,,,W1,,,15364ee4-dc23-45ab-8a5e-e92ea6b78780,5097,1,130,102555.0,212592.0,-3.79727,0.35,41007026124001001S,-123.932533264,45.9786453247,0,POINT (-123.9325335357783 45.9786441227515)
528,,,,W1,,1947,1,,,,,,,,,,311492,,,,,Pre - Code,,,,W1,,,ec53e0f2-9304-4678-8eb9-f1c6bc3d2dec,5096,1,133,98900.0,212592.0,-4.048225,0.35,41007026123001001S,-123.933677673,45.9785804749,0,POINT (-123.933674450071 45.97857959770984)
529,,,,RC,,2002,1,,,,,,,,,,350882,,,,,Moderate - Code,,,,RC,,,fbcea934-ec3f-47b8-83c5-47f1827e88c7,5095,1,646,197968.0,152914.0,-2.863617,0.4,41007026122001001S,-123.930999756,45.9787406921,0,POINT (-123.9309975313906 45.97874109684285)
530,,,,W2,,1998,2,,,,,,,,,,1159195,,,,,Moderate - Code,,,,W2,,,ed06760d-fec0-4aab-8d8e-d47cd0966ce7,5093,1,156,347855.0,811340.0,-4.286871,0.4,41007026118001001S,-123.9349823,45.9786338806,0,POINT (-123.9349837285586 45.97863499690602)
531,,,,W1,,1967,1,,,,,,,,,,879707,,,,,Pre - Code,,,,W1,,,401d46af-67e8-4f6a-b360-af548fa7dd22,5092,1,130,98219.0,781488.0,-0.081204,0.35,401d46af-67e8-4f6a-b360-af548fa7dd22,,,0,POINT (-123.9364872840172 45.97821900930708)
532,,,,W1,,1947,1,,,,,,,,,,298653,,,,,Pre - Code,,,,W1,,,77c8e81d-cd13-457d-9464-499bfa52b3e2,5090,1,130,86061.0,212592.0,-4.060079,0.35,41007026115001001S,-123.933326721,45.9787139893,0,POINT (-123.9333264737021 45.97871541827456)
533,,,,RC,,2002,1,,,,,,,,,,350989,,,,,Moderate - Code,,,,RC,,,7b7fc6ff-bf7b-431a-a130-39e7cb0a3572,5089,1,646,198075.0,152914.0,-2.863617,0.4,41007026114001001S,-123.930892944,45.9788131714,0,POINT (-123.9308908449816 45.97881210692453)
534,,,,W1,,1948,1,,,,,,,,,,306664,,,,,Pre - Code,,,,W1,,,c74d10f1-063f-4646-98a6-8d0f860346b9,5088,1,130,94072.0,212592.0,-4.044493,0.35,41007026113001001S,-123.932342529,45.9787521362,0,POINT (-123.9323443927754 45.97875257626031)
535,,,,W1,,1939,1,,,,,,,,,,355045,,,,,Pre - Code,,,,W1,,,1e9d665c-89a7-469b-8022-5d63b1300ee5,5087,1,133,142453.0,212592.0,-4.458945,0.35,41007026111001001S,-123.93421936,45.978767395,0,POINT (-123.9342165500782 45.97876678995652)
536,,,,W2,,1973,2,,,,,,,,,,174990,,,,,Pre - Code,,,,W2,,,9acfa355-01b1-48d6-aed8-89482543bff7,5086,1,136,92230.0,82760.0,-4.15087,0.4,41007026110001001S,-123.933654785,45.9788017273,0,POINT (-123.9336572506907 45.97880169977287)
537,,,,RC,,2000,1,,,,,,,,,,351962,,,,,Moderate - Code,,,,RC,,,db6d86ee-d562-4bb3-b417-fce0b7edafce,5085,1,646,199048.0,152914.0,-2.863617,0.4,41007026108001001S,-123.930786133,45.9788818359,0,POINT (-123.9307841593089 45.97888311626956)
538,,,,W1,,1938,1,,,,,,,,,,397778,,,,,Pre - Code,,,,W1,,,88a565b9-551e-4c56-b7a5-2d4dde3e7c3f,5083,1,145,103021.0,294757.0,-3.548323,0.35,41007026106001001S,-123.931732178,45.9787864685,0,POINT (-123.931730793337 45.97878710547212)
539,,,,W1,,2003,1,,,,,,,,,,324579,,,,,Moderate - Code,,,,W1,,,a0e051b2-f332-431e-8eec-9cac25d2f6bc,5080,1,130,111987.0,212592.0,-3.841521,0.35,41007026103001001S,-123.932189941,45.9788627625,0,POINT (-123.9321884505804 45.97886230058045)
540,,,,W1,,1957,1,,,,,,,,,,935953,,,,,Pre - Code,,,,W1,,,11cf9422-cb47-437c-9967-32a682fe2fb7,5079,1,140,154465.0,781488.0,0.025762,0.35,11cf9422-cb47-437c-9967-32a682fe2fb7,,,0,POINT (-123.9364002704707 45.97834201660633)
541,,,,W1,,1958,1,,,,,,,,,,451028,,,,,Pre - Code,,,,W1,,,ecf0236e-e9ba-4bbc-8b1a-e98678080378,5078,1,140,232382.0,218646.0,-4.061699,0.35,41007026101001001S,-123.933105469,45.9788284302,0,POINT (-123.9331041121123 45.97882866318024)
542,,,,RC,,2002,1,,,,,,,,,,230178,,,,,Moderate - Code,,,,RC,,,6e30a045-6c78-47b4-aa3c-f03f8a8297ee,5077,1,482,31349.0,198829.0,-1.466231,0.4,41007026100001001S,-123.926353455,45.9790496826,0,POINT (-123.9263543355778 45.97905053638949)
543,,,,RC,,2000,1,,,,,,,,,,349620,,,,,Moderate - Code,,,,RC,,,1d61502f-5318-4600-a22a-6155f1bda53f,5076,1,646,196706.0,152914.0,-2.660637,0.4,41007026099001001S,-123.930679321,45.9789543152,0,POINT (-123.9306774724606 45.97895412480351)
544,,,,W1,,1938,1,,,,,,,,,,346442,,,,,Pre - Code,,,,W1,,,f23a547e-ce6b-4b7b-8251-a50d9dc62ec6,5075,1,134,133850.0,212592.0,-4.719006,0.35,41007026098001001S,-123.934143066,45.9788970947,0,POINT (-123.9341463472124 45.97889749475813)
545,,,,W1,,1944,1,,,,,,,,,,293545,,,,,Pre - Code,,,,W1,,,71b3f62c-4ad5-461b-b9e8-44b28be06890,5074,1,130,80953.0,212592.0,-4.016314,0.35,41007026096001001S,-123.932037354,45.9789619446,0,POINT (-123.9320372715257 45.9789623689821)
546,,,,RC,,1998,1,,,,,,,,,,353582,,,,,Moderate - Code,,,,RC,,,4c7df5f2-e429-431d-bfaa-638cf70a6328,5073,1,646,200668.0,152914.0,-2.660637,0.4,41007026094001001S,-123.93057251,45.9790267944,0,POINT (-123.9305706783128 45.97902503429598)
547,,,,W1,,1954,1,,,,,,,,,,345709,,,,,Pre - Code,,,,W1,,,5f40afdb-fb21-4422-aea3-1ef95457a3ea,5071,1,140,133117.0,212592.0,-4.107415,0.35,41007026093001001S,-123.932861328,45.9789466858,0,POINT (-123.9328637378643 45.97894721904244)
548,,,,W2,,1941,2,,,,,,,,,,951634,,,,,Pre - Code,,,,W2,,,f44d82e8-aef6-4651-8ff5-d81c86db4c61,5070,1,147,170146.0,781488.0,0.008774,0.4,f44d82e8-aef6-4651-8ff5-d81c86db4c61,,,0,POINT (-123.9363102346641 45.97846392885716)
549,,,,W1,,1969,1,,,,,,,,,,294359,,,,,Pre - Code,,,,W1,,,c77dcbd2-0b3e-41fd-b950-9077e2bd8a72,5069,1,130,81767.0,212592.0,-4.131538,0.35,41007026090001001S,-123.933494568,45.9789390564,0,POINT (-123.9334913109797 45.97894023526305)
550,,,,W1,,1953,1,,,,,,,,,,436175,,,,,Pre - Code,,,,W1,,,a59f75eb-f42f-4ea0-a57d-d8e04f96843b,5068,1,142,147472.0,288703.0,-3.379832,0.35,41007026089001001S,-123.931411743,45.9790000916,0,POINT (-123.9314098948019 45.97899951887079)
551,,,,RC,,1998,1,,,,,,,,,,352824,,,,,Moderate - Code,,,,RC,,,3cc3e831-30dd-4b19-af66-80a441134938,5067,1,646,199910.0,152914.0,-2.660637,0.4,41007026088001001S,-123.930465698,45.979095459,0,POINT (-123.9304637183269 45.97909583820298)
552,,,,W1,,1941,1,,,,,,,,,,306505,,,,,Pre - Code,,,,W1,,,41a1c2e2-c2a5-4f8c-a449-7cf3fc85980b,5066,1,142,93913.0,212592.0,-4.107415,0.35,41007026087001001S,-123.932701111,45.9790534973,0,POINT (-123.9327016652694 45.97905196557051)
553,,,,W1,,1950,1,,,,,,,,,,295550,,,,,Pre - Code,,,,W1,,,bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5,5065,1,130,76904.0,218646.0,-3.736484,0.35,41007026086001001S,-123.931869507,45.9790725708,0,POINT (-123.9318732597111 45.97907093669639)
554,,,,W1,,1966,1,,,,,,,,,,381738,,,,,Pre - Code,,,,W1,,,45974f41-49b0-42e2-b498-074f5a67d6ca,5064,1,141,169146.0,212592.0,-4.546639,0.35,41007026085001001S,-123.934074402,45.979057312,0,POINT (-123.9340726868749 45.97905830464688)
555,,,,W1,,1953,1,,,,,,,,,,939767,,,,,Pre - Code,,,,W1,,,598aef08-61e8-40b9-9f01-0b609a4e2ae9,5063,1,130,73698.0,866069.0,-4.468936,0.35,41007026084001001S,-123.934761047,45.9790115356,0,POINT (-123.9347601168982 45.97901046117554)
556,,,,W1,,1938,1,,,,,,,,,,255577,,,,,Pre - Code,,,,W1,,,545c1002-873b-4f06-8085-ade7969e548e,5062,1,132,102663.0,152914.0,-3.293978,0.35,41007026083001001S,-123.93119812,45.9791412354,0,POINT (-123.9311959619039 45.97914112943205)
557,,,,W1,,1958,1,,,,,,,,,,197383,,,,,Pre - Code,,,,W1,,,88ebba90-2d81-42e1-a084-6c25fb7388f7,5061,1,200,1916.0,195467.0,-4.131538,0.35,41007026082001001S,-123.933303833,45.9790649414,0,POINT (-123.9333075455105 45.97906372312153)
558,,,,W2,,2008,2,,,,,,,,,,447263,,,,,High - Code,,,,W2,,,da88cf08-4b63-4fed-968d-b9fff7973faf,5059,1,147,234671.0,212592.0,-4.085201,0.4,41007026080001001S,-123.933113098,45.9791564941,0,POINT (-123.9331148869226 45.9791571374829)
559,,,,W1,,1948,1,,,,,,,,,,324808,,,,,Pre - Code,,,,W1,,,0f28236c-13ac-4e9a-a5e1-e7b461ded33d,5057,1,130,106162.0,218646.0,-3.843484,0.35,41007026078001001S,-123.931686401,45.9791946411,0,POINT (-123.9316838552089 45.97919630751728)
560,,,,W2,,1947,2,,,,,,,,,,282061,,,,,Pre - Code,,,,W2,,,9283df56-5bbd-4fbf-94da-a1a47c808fba,5056,1,136,137252.0,144809.0,-3.293978,0.4,41007026077001001S,-123.931053162,45.9792366028,0,POINT (-123.9310529906336 45.97923598005472)
561,,,,W2,,1972,2,,,,,,,,,,359206,,,,,Pre - Code,,,,W2,,,c1657178-0421-4ecd-80b8-538ece692fa7,5055,1,146,146614.0,212592.0,-4.743914,0.4,41007026076001001S,-123.934013367,45.9791908264,0,POINT (-123.9340127833241 45.97919264558666)
562,,,,W1,,1948,1,,,,,,,,,,283681,,,,,Pre - Code,,,,W1,,,456745b3-e556-4784-abcf-87307d6cd3d7,5052,1,130,71089.0,212592.0,-4.102139,0.35,41007026072001001S,-123.932418823,45.9792404175,0,POINT (-123.9324164258494 45.97924078218136)
563,,,,RC,,1963,1,,,,,,,,,,355325,,,,,Pre - Code,,,,RC,,,840d286c-3d82-49a5-a8b3-c39fb3fed8d2,5050,1,480,86345.0,268980.0,-0.98627,0.4,41007026069001001S,-123.925933838,45.979347229,0,POINT (-123.925934403688 45.97934552463214)
564,,,,W1,,1985,1,,,,,,,,,,304294,,,,,Low - Code,,,,W1,,,fb3d3f41-addb-46ac-ae74-3de60f5acc54,5049,1,130,91702.0,212592.0,-4.085201,0.35,41007026068001001S,-123.932975769,45.9792518616,0,POINT (-123.9329722110487 45.97925061706307)
565,,,,RC,,1963,1,,,,,,,,,,413967,,,,,Pre - Code,,,,RC,,,33f645be-f1da-4560-9d6f-d66cf19a6e12,5047,1,482,105890.0,308077.0,-0.936316,0.4,41007026066001001S,-123.926361084,45.9793930054,0,POINT (-123.9263573958736 45.97939384630398)
566,,,,W1,,1949,1,,,,,,,,,,275921,,,,,Pre - Code,,,,W1,,,1e933a15-5282-4b63-9c1e-a0cbd13bc9a7,5045,1,130,63329.0,212592.0,-3.434281,0.35,41007026065001001S,-123.931488037,45.9793243408,0,POINT (-123.9314913254377 45.97932377683168)
567,,,,W1,,1972,1,,,,,,,,,,331377,,,,,Pre - Code,,,,W1,,,d36d90bc-1745-49af-86fb-2e7259e28faf,5044,1,131,118785.0,212592.0,-4.743914,0.35,41007026064001001S,-123.933959961,45.9793205261,0,POINT (-123.9339600688631 45.97932150210598)
568,,,,RC,,1998,6,,,,,,,,,,275721,,,,,Moderate - Code,,,,RC,,,a3457829-1f1a-4baa-95a8-6b936dccd99d,5043,1,900,275721.0,0.0,-4.288046,0.75,a3457829-1f1a-4baa-95a8-6b936dccd99d,,,1,POINT (-123.9332849376441 45.97944895826193)
569,,,,RC,,1998,6,,,,,,,,,,275721,,,,,Moderate - Code,,,,RC,,,8969f8e6-aefe-405f-ad8a-7198ff737e1f,5042,1,900,275721.0,0.0,-4.288046,0.75,8969f8e6-aefe-405f-ad8a-7198ff737e1f,,,1,POINT (-123.933280414916 45.97945858595186)
570,,,,W1,,1951,1,,,,,,,,,,896011,,,,,Pre - Code,,,,W1,,,e46dcfa4-cd3d-4423-b930-15032b6c2989,5041,1,140,114523.0,781488.0,-4.845504,0.35,e46dcfa4-cd3d-4423-b930-15032b6c2989,,,0,POINT (-123.9346359416429 45.97928022081949)
571,,,,W1,,1985,1,,,,,,,,,,311267,,,,,Low - Code,,,,W1,,,35909525-8f7d-41f2-84df-f1e57796a318,5040,1,130,98675.0,212592.0,-4.064729,0.35,41007026059001001S,-123.932830811,45.9793434143,0,POINT (-123.9328296121576 45.97934505455925)
572,,,,W1,,1950,1,,,,,,,,,,327419,,,,,Pre - Code,,,,W1,,,777fd0d3-778f-4f7a-bf13-8f4e5d4ed744,5039,1,140,108773.0,218646.0,-4.000708,0.35,41007026058001001S,-123.932235718,45.9793586731,0,POINT (-123.9322381510033 45.97935879032077)
