,parid,parid_card,bldg_id,struct_typ,str_prob,year_built,no_stories,a_stories,b_stories,bsmt_type,sq_foot,gsq_foot,occ_type,occ_detail,major_occ,broad_occ,appr_bldg,repl_cst,str_cst,nstra_cst,nstrd_cst,dgn_lvl,cont_val,efacility,dwell_unit,str_typ2,occ_typ2,tract_id,guid,FID_NEW,origin,stat_class,rmv_improv,rmv_land,elev,period,strctid,x,y,value_matc,geometry
3357,,,,W2,,1940,2,,,,,,,,,,152413,,,,,Pre - Code,,,,W2,,,7a161e11-8315-4dcf-8cd7-243da23790f3,1750,1,232,62637.0,89776.0,-0.077626,0.4,41007022706001001S,-123.915725708,45.9979858398,0,POINT (-123.9157223141791 45.99798593587244)
3358,,,,W1,,1922,1,,,,,,,,,,142811,,,,,Pre - Code,,,,W1,,,61f23ee6-53e7-427a-a5f6-fe6ab40d2d96,1749,1,132,57359.0,85452.0,-2.092224,0.35,41007022705001001S,-123.916259766,45.9979629517,0,POINT (-123.9162591915368 45.99796467300728)
3359,,,,W1,,1968,1,,,,,,,,,,139382,,,,,Pre - Code,,,,W1,,,f2c06db9-1c4c-48f6-af29-b71a492af042,1748,1,130,92211.0,47171.0,-4.196798,0.35,41007022704001001S,-123.919761658,45.9978942871,0,POINT (-123.919762906238 45.9978950451488)
3360,,,,W1,,1992,1,,,,,,,,,,162575,,,,,Low - Code,,,,W1,,,23c42cc6-621c-434f-8ab1-23613c124788,1747,1,130,77123.0,85452.0,-2.098858,0.35,41007022703001001S,-123.916503906,45.9979629517,0,POINT (-123.9165051029593 45.99796363776996)
3361,,,,W1,,1917,1,,,,,,,,,,146630,,,,,Pre - Code,,,,W1,,,2e3dfca2-1b5e-465b-84db-ff54ff92dc60,1746,1,122,46043.0,100587.0,-4.2401,0.35,41007022702001001S,-123.919975281,45.9978904724,0,POINT (-123.9199790305906 45.99789019649418)
3362,,,,W1,,1992,1,,,,,,,,,,157403,,,,,Low - Code,,,,W1,,,4b98e143-aaee-4c85-8279-321190b51d5b,1745,1,130,71951.0,85452.0,-2.098858,0.35,41007022701001001S,-123.916702271,45.9979629517,0,POINT (-123.9167018284213 45.99796281007457)
3363,,,,W1,,1947,1,,,,,,,,,,182286,,,,,Pre - Code,,,,W1,,,2246acf1-efca-4796-80f6-f7103587d5ca,1744,1,130,81699.0,100587.0,-4.2401,0.35,41007022700001001S,-123.920196533,45.9978904724,0,POINT (-123.9201934939413 45.99788970592195)
3364,,,,W1,,1971,1,,,,,,,,,,146163,,,,,Pre - Code,,,,W1,,,96f30e40-1406-4b98-b7d6-a6a8bc9abbb4,1743,1,130,60711.0,85452.0,-2.219012,0.35,41007022699001001S,-123.916900635,45.9979629517,0,POINT (-123.9168985554223 45.99796198049806)
3365,,,,W1,,1930,1,,,,,,,,,,156135,,,,,Pre - Code,,,,W1,,,b60398f7-29ab-42b1-9c5c-45caf5521e33,1742,1,130,55548.0,100587.0,-4.136088,0.35,41007022698001001S,-123.920410156,45.9978904724,0,POINT (-123.9204079572948 45.99788921494715)
3366,,,,W1,,1908,1,,,,,,,,,,151247,,,,,Pre - Code,,,,W1,,,f3e8ebd2-3b8d-4698-a4c6-759ff779abeb,1740,1,130,65795.0,85452.0,-2.592713,0.35,41007022696001001S,-123.917175293,45.997959137,0,POINT (-123.917173975512 45.99796082199568)
3367,,,,W1,,1939,1,,,,,,,,,,153858,,,,,Pre - Code,,,,W1,,,848590cb-a6a1-4ced-8aed-ab45e94312b6,1738,1,132,91353.0,62505.0,-3.821009,0.35,41007022694001001S,-123.920661926,45.9978904724,0,POINT (-123.9206637064961 45.99788862182832)
3368,,,,W2,,1983,2,,,,,,,,,,178676,,,,,Low - Code,,,,W2,,,e548c825-8af6-43e4-a5b4-2922ff410d40,1737,1,232,99608.0,79068.0,-3.082946,0.4,41007022693001001S,-123.917488098,45.997959137,0,POINT (-123.9174887404153 45.99795949375436)
3369,,,,W1,,1943,1,,,,,,,,,,200779,,,,,Pre - Code,,,,W1,,,75903393-37de-4a69-ab71-9d0ab2d8965e,1736,1,132,100192.0,100587.0,-3.295352,0.35,41007022692001001S,-123.920837402,45.9978866577,0,POINT (-123.9208387841502 45.99788820000828)
3370,,,,W1,,1930,1,,,,,,,,,,133126,,,,,Pre - Code,,,,W1,,,65c3bfde-0ad0-49c5-ac01-32fc9e4b93be,1735,1,120,32539.0,100587.0,-3.295352,0.35,41007022691001001S,-123.921058655,45.9978866577,0,POINT (-123.9210551866112 45.99788767824315)
3371,,,,W1,,1920,1,,,,,,,,,,169678,,,,,Pre - Code,,,,W1,,,5c167761-4df8-4b13-9fca-a900ceced48b,1734,1,134,69091.0,100587.0,-3.18419,0.35,41007022690001001S,-123.921386719,45.9979133606,0,POINT (-123.9213874034295 45.99791325997597)
3372,,,,W1,,1950,1,,,,,,,,,,167327,,,,,Pre - Code,,,,W1,,,6368d88c-2091-4189-85b8-403492cb5daa,1733,1,131,87952.0,79375.0,-3.082946,0.35,41007022689001001S,-123.917686462,45.9979667664,0,POINT (-123.9176855274485 45.9979655205452)
3373,,,,W1,,1912,1,,,,,,,,,,176067,,,,,Pre - Code,,,,W1,,,be1e664f-573c-4ca7-9342-f53fe8199bbb,1731,1,135,90615.0,85452.0,-3.275655,0.35,41007022686001001S,-123.917991638,45.997959137,0,POINT (-123.917989105039 45.99795756035266)
3374,,,,RC,,1994,1,,,,,,,,,,733983,,,,,Low - Code,,,,RC,,,24deafc6-9e41-4cc1-9448-7db715004f78,1727,1,440,512923.0,221060.0,-3.904952,0.4,41007022682001001S,-123.918968201,45.9979553223,0,POINT (-123.918965241063 45.9979538732213)
3375,,,,W2,,1906,2,,,,,,,,,,189357,,,,,Pre - Code,,,,W2,,,f9921e03-7af5-4540-80f5-cd3bacbc668e,1726,1,136,88770.0,100587.0,-4.134179,0.4,41007022681001001S,-123.9193573,45.9980201721,0,POINT (-123.9193552123923 45.99801952318112)
3376,,,,W1,,1977,1,,,,,,,,,,925835,,,,,Low - Code,,,,W1,,,7e087b1d-8b30-48be-a6d2-4c568e21316d,1724,1,140,138677.0,787158.0,-0.005406,0.35,41007022679001001S,-123.930595398,45.9976387024,0,POINT (-123.9305981159143 45.99763727158479)
3377,,,,W1,,1916,1,,,,,,,,,,7860,,,,,Pre - Code,,,,W1,,,a8af0ae8-4fc4-42fb-988a-446c128a3ec3,1723,1,200,6996.0,864.0,-4.237852,0.35,41007022678001001S,-123.927978516,45.9978256226,0,POINT (-123.9279750636911 45.99782596208075)
3378,,,,W1,,1980,1,,,,,,,,,,325040,,,,,Low - Code,,,,W1,,,cb1ab7cf-0bcd-42ed-b414-2b8c835b497d,1722,1,140,170396.0,154644.0,-1.446759,0.35,41007022677001001S,-123.924209595,45.9979133606,0,POINT (-123.9242125042166 45.99791403359849)
3379,,,,W1,,1922,1,,,,,,,,,,223280,,,,,Pre - Code,,,,W1,,,12474d86-3f7d-4c2d-a443-bd3146ed1748,1721,1,130,68636.0,154644.0,-1.921005,0.35,41007022676001001S,-123.924758911,45.9979057312,0,POINT (-123.924759499142 45.9979048056089)
3380,,,,W2,,2005,2,,,,,,,,,,374557,,,,,High - Code,,,,W2,,,bc7b145a-446d-4825-a219-d3b8c61e66d5,1718,1,146,219913.0,154644.0,-1.884563,0.4,41007022672001001S,-123.924491882,45.99792099,0,POINT (-123.9244924435254 45.99792092449503)
3381,,,,W1,,1928,1,,,,,,,,,,195044,,,,,Pre - Code,,,,W1,,,448ef6eb-be07-4f60-bdf6-143e92c457e6,1717,1,122,40400.0,154644.0,-1.707998,0.35,41007022671001001S,-123.925094604,45.9979248047,0,POINT (-123.9250939421483 45.99792537728704)
3382,,,,W1,,1928,1,,,,,,,,,,199597,,,,,Pre - Code,,,,W1,,,f36cb23a-b912-48f7-bd13-8128dcff874f,1716,1,122,44953.0,154644.0,-1.460104,0.35,41007022670001001S,-123.925270081,45.9979248047,0,POINT (-123.9252710011606 45.99792537869575)
3383,,,,W1,,1922,1,,,,,,,,,,225938,,,,,Pre - Code,,,,W1,,,1f1434a6-95c0-4b3a-83ad-1b38230a15f6,1715,1,133,71294.0,154644.0,-1.460104,0.35,41007022669001001S,-123.925437927,45.9979248047,0,POINT (-123.9254382230616 45.99792537974831)
3384,,,,W1,,1918,1,,,,,,,,,,93110,,,,,Pre - Code,,,,W1,,,c8b43ebd-472d-4131-b731-8b392c957a6f,1714,1,120,26479.0,66631.0,-1.45453,0.35,41007022668001001S,-123.925567627,45.9979248047,0,POINT (-123.9255660963587 45.99792538072945)
3385,,,,W1,,1926,1,,,,,,,,,,119598,,,,,Pre - Code,,,,W1,,,dc44a104-83bf-4da8-a08c-8a1619f9a5ad,1713,1,122,52967.0,66631.0,-1.45453,0.35,41007022667001001S,-123.925666809,45.9979248047,0,POINT (-123.9256644607718 45.9979253819933)
3386,,,,W1,,1966,1,,,,,,,,,,238581,,,,,Pre - Code,,,,W1,,,9ac0ca47-dc62-48a5-9ec4-975ee839bd34,1712,1,130,83937.0,154644.0,-1.83518,0.35,41007022666001001S,-123.925811768,45.9979248047,0,POINT (-123.9258120109873 45.9979253819011)
3387,,,,W1,,1923,1,,,,,,,,,,211465,,,,,Pre - Code,,,,W1,,,2000ffe0-1e84-4a42-b7a9-37f2b7e97892,1711,1,132,56821.0,154644.0,-1.83518,0.35,41007022665001001S,-123.926010132,45.9979248047,0,POINT (-123.9260087417045 45.99792538318539)
3388,,,,W1,,1946,1,,,,,,,,,,291665,,,,,Pre - Code,,,,W1,,,fff5d02d-936d-47d3-a204-106c9fc9ebab,1710,1,132,137021.0,154644.0,-2.065327,0.35,41007022664001001S,-123.926208496,45.9979248047,0,POINT (-123.9262054750738 45.99792538239937)
3389,,,,W1,,1923,1,,,,,,,,,,234782,,,,,Pre - Code,,,,W1,,,130b4fb9-dbcf-4222-b7f0-5488f6496d14,1709,1,132,80138.0,154644.0,-2.231772,0.35,41007022663001001S,-123.926521301,45.9979248047,0,POINT (-123.9265202438315 45.99792538236482)
3390,,,,W2,,1916,2,,,,,,,,,,267078,,,,,Pre - Code,,,,W2,,,410d43c9-5ba4-4d19-9679-254cea48e329,1708,1,136,112434.0,154644.0,-2.467367,0.4,41007022662001001S,-123.926719666,45.9979248047,0,POINT (-123.926716974239 45.99792538126213)
3391,,,,W1,,1931,1,,,,,,,,,,268883,,,,,Pre - Code,,,,W1,,,81e67c23-9402-48f0-9b1b-360bb1028ddf,1706,1,131,108185.0,160698.0,-2.951017,0.35,41007022660001001S,-123.927108765,45.9979248047,0,POINT (-123.9271104378742 45.99792537927777)
3392,,,,W1,,1947,1,,,,,,,,,,199795,,,,,Pre - Code,,,,W1,,,1288edd7-9398-4de8-86cf-93936f5abfc7,1705,1,132,99208.0,100587.0,-4.186039,0.35,41007022659001001S,-123.919769287,45.9981842041,0,POINT (-123.9197665238498 45.99818466214359)
3393,,,,W1,,1916,1,,,,,,,,,,219779,,,,,Pre - Code,,,,W1,,,246e43fd-a897-42ba-9228-9d165f95b99b,1704,1,121,65135.0,154644.0,-2.951017,0.35,41007022658001001S,-123.927322388,45.9979248047,0,POINT (-123.9273229039063 45.99792537736836)
3394,,,,RC,,2005,6,,,,,,,,,,348592,,,,,High - Code,,,,RC,,,c5c7bef0-bb30-46dd-b751-c91b5256ce14,1702,1,900,348592.0,0.0,-1.761717,0.75,41007022656001001S,-123.924133301,45.9981269836,1,POINT (-123.9241358973362 45.99812881074629)
3395,,,,W1,,1914,1,,,,,,,,,,265460,,,,,Pre - Code,,,,W1,,,63a8f279-2c77-4be2-89dc-fd43e952203c,1701,1,132,110816.0,154644.0,-3.737751,0.35,41007022655001001S,-123.927520752,45.9979248047,0,POINT (-123.9275196344123 45.99792537434286)
3396,,,,W1,,1947,1,,,,,,,,,,162419,,,,,Pre - Code,,,,W1,,,100cecd3-b793-495e-b4cb-25df3b464aaf,1700,1,130,61832.0,100587.0,-4.217423,0.35,41007022654001001S,-123.920036316,45.9981803894,0,POINT (-123.92003906039 45.99817976003227)
3397,,,,W2,,1960,2,,,,,,,,,,323691,,,,,Pre - Code,,,,W2,,,a5ff1fcd-c374-4dc7-8998-c7ee4aa3e138,1699,1,242,219471.0,104220.0,-4.060143,0.4,41007022653001001S,-123.927703857,45.9979248047,0,POINT (-123.9277006295374 45.99792537271147)
3398,,,,W1,,1946,1,,,,,,,,,,152080,,,,,Pre - Code,,,,W1,,,997a0872-2914-4ea5-b326-839706fb878e,1698,1,130,51493.0,100587.0,-4.100807,0.35,41007022652001001S,-123.920265198,45.9981803894,0,POINT (-123.9202666757856 45.99817924039168)
3399,,,,W1,,1916,1,,,,,,,,,,255738,,,,,Pre - Code,,,,W1,,,eab1a3d3-5cd4-4804-884e-2efc1e06a5e0,1697,1,130,62174.0,193564.0,-4.060143,0.35,41007022651001001S,-123.927894592,45.9979324341,0,POINT (-123.9278925984726 45.99793146153772)
3400,,,,W1,,1946,1,,,,,,,,,,213643,,,,,Pre - Code,,,,W1,,,810d000a-51ae-4d00-8dc7-de7a8516e386,1696,1,132,113056.0,100587.0,-4.100807,0.35,41007022649001001S,-123.92048645,45.9981803894,0,POINT (-123.9204849343986 45.99817878018325)
3401,,,,W2,,1900,2,,,,,,,,,,1291147,,,,,Pre - Code,,,,W2,,,1982aa1b-379c-4a04-890f-c2c648f126a3,1695,1,156,503989.0,787158.0,-0.006774,0.4,41007022675001001S,-123.930496216,45.9978561401,0,POINT (-123.9304952640947 45.9978566406524)
3402,,,,W2,,1993,2,,,,,,,,,,509943,,,,,Low - Code,,,,W2,,,8c78b4ca-910b-4d0f-ae36-e3130c831449,1694,1,146,191833.0,318110.0,-4.237852,0.4,41007022648001001S,-123.928092957,45.9979248047,0,POINT (-123.9280940927939 45.99792536563283)
3403,,,,W1,,1946,1,,,,,,,,,,174626,,,,,Pre - Code,,,,W1,,,b2f4baf4-bdce-4608-8f60-bcde70b07212,1693,1,130,74039.0,100587.0,-3.778408,0.35,41007022647001001S,-123.920722961,45.9981765747,0,POINT (-123.9207220584592 45.99817813012363)
3404,,,,W1,,1947,1,,,,,,,,,,139803,,,,,Pre - Code,,,,W1,,,e3b486c0-0eab-4657-8255-a2a97eac4905,1692,1,120,39216.0,100587.0,-3.258773,0.35,41007022646001001S,-123.920944214,45.9981765747,0,POINT (-123.9209475503583 45.99817748591914)
3405,,,,W1,,1916,1,,,,,,,,,,926280,,,,,Pre - Code,,,,W1,,,08b68ea2-f7d3-4868-8741-cb5b7e3b8b1a,1691,1,140,139122.0,787158.0,-0.007802,0.35,41007022621001001S,-123.930450439,45.9979934692,0,POINT (-123.9304527310492 45.99799279551571)
3406,,,,RC,,1996,1,,,,,,,,,,240804,,,,,Moderate - Code,,,,RC,,,81bb3d74-af52-4adb-9228-efe83b231de1,1690,1,530,131160.0,109644.0,-3.177969,0.4,41007022645001001S,-123.921279907,45.99817276,0,POINT (-123.9212833438274 45.99817367942112)
3407,,,,W1,,1934,1,,,,,,,,,,245506,,,,,Pre - Code,,,,W1,,,2a2b7228-a565-4639-a2e0-24daaa87e792,1688,1,133,90862.0,154644.0,-1.852104,0.35,41007022643001001S,-123.924751282,45.9981231689,0,POINT (-123.9247492757684 45.99812151954516)
3408,,,,W1,,1946,1,,,,,,,,,,235540,,,,,Pre - Code,,,,W1,,,e4bf9063-dffc-4605-8db2-bea8d107e6e5,1686,1,132,81761.0,153779.0,-1.586806,0.35,41007022641001001S,-123.916015625,45.998336792,0,POINT (-123.9160164886288 45.99833590134596)
3409,,,,RC,,2005,6,,,,,,,,,,349014,,,,,High - Code,,,,RC,,,9cb36053-8d2c-4a19-8099-a2eafe7633bc,1685,1,900,349014.0,0.0,-1.761717,0.75,41007022640001001S,-123.924125671,45.9981880188,1,POINT (-123.9241232301008 45.99818861499428)
3410,,,,W1,,1922,1,,,,,,,,,,110242,,,,,Pre - Code,,,,W1,,,5d6f9cb2-d52a-46d3-8b46-7da9d79171db,1684,1,120,24790.0,85452.0,-2.039431,0.35,41007022639001001S,-123.916313171,45.9983329773,0,POINT (-123.9163115822615 45.99833465932017)
3411,,,,W1,,1977,1,,,,,,,,,,161635,,,,,Low - Code,,,,W1,,,05c623cd-8260-4cff-a65c-565a01e51527,1683,1,130,76183.0,85452.0,-2.179502,0.35,41007022638001001S,-123.916511536,45.9983329773,0,POINT (-123.9165083101396 45.99833383166931)
3412,,,,W2,,1939,3,,,,,,,,,,478092,,,,,Pre - Code,,,,W2,,,f6e37419-03c5-4c7b-9c9b-2c5dc1de3255,1682,1,420,157731.0,320361.0,-2.561244,0.4,41007022650001001S,-123.92225647,45.9980239868,0,POINT (-123.922254842219 45.99802584607682)
3413,,,,W1,,1977,1,,,,,,,,,,159572,,,,,Low - Code,,,,W1,,,f2dc06ce-9343-495b-ad17-9be542251591,1681,1,130,74120.0,85452.0,-2.179502,0.35,41007022637001001S,-123.916702271,45.9983329773,0,POINT (-123.9167050388617 45.99833300385297)
3414,,,,W1,,1930,1,,,,,,,,,,210110,,,,,Pre - Code,,,,W1,,,f70327cc-f04f-4746-a786-04dd1617f4bc,1679,1,110,59590.0,150520.0,-6.79889,0.35,41007022635001001S,-123.911102295,45.9983558655,0,POINT (-123.9111017251932 45.99835702487346)
3415,,,,W1,,1953,1,,,,,,,,,,172805,,,,,Pre - Code,,,,W1,,,3e62fdf0-0713-4319-a563-5a10cc46ccd7,1678,1,131,87353.0,85452.0,-2.470888,0.35,41007022634001001S,-123.917098999,45.9983329773,0,POINT (-123.9170984979817 45.9983313451206)
3416,,,,W1,,2008,1,,,,,,,,,,152225,,,,,High - Code,,,,W1,,,6d0d8d66-c744-4dc7-8287-1ec43ed05547,1677,1,130,66773.0,85452.0,-2.821456,0.35,41007022632001001S,-123.917297363,45.9983291626,0,POINT (-123.9172952269019 45.99833051700654)
3417,,,,W1,,1936,1,,,,,,,,,,117482,,,,,Pre - Code,,,,W1,,,0bfa83fb-8a92-41b5-8869-cf12fbcd77e2,1676,1,120,32030.0,85452.0,-3.121789,0.35,41007022629001001S,-123.917495728,45.9983291626,0,POINT (-123.9174919548471 45.99832968649148)
3418,,,,W1,,1947,1,,,,,,,,,,156849,,,,,Pre - Code,,,,W1,,,974cb20b-5b36-43bd-8b34-efbc7c4a1474,1675,1,132,71397.0,85452.0,-3.121789,0.35,41007022628001001S,-123.917686462,45.9983291626,0,POINT (-123.9176886836736 45.99832885806076)
3419,,,,W1,,1950,1,,,,,,,,,,103359,,,,,Pre - Code,,,,W1,,,cab13326-3b6f-4f54-8750-879cf7c8d0c3,1674,1,130,47816.0,55543.0,-3.245184,0.35,41007022627001001S,-123.917915344,45.9983100891,0,POINT (-123.9179124342795 45.9983113152643)
3420,,,,RC,,2009,1,,,,,,,,,,531184,,,,,High - Code,,,,RC,,,e30c6646-6336-4840-a6ab-b24414b860d5,1671,1,471,261302.0,269882.0,-3.629845,0.4,41007022624001001S,-123.91872406,45.9983215332,0,POINT (-123.9187230559049 45.9983225508263)
3421,,,,W1,,1920,1,,,,,,,,,,138435,,,,,Pre - Code,,,,W1,,,ab36c338-bc5d-4813-9c69-f8fd9f51a183,1670,1,121,37848.0,100587.0,-3.957079,0.35,41007022623001001S,-123.919067383,45.9983177185,0,POINT (-123.919065725168 45.99831618311197)
3422,,,,W2,,1915,2,,,,,,,,,,235440,,,,,Pre - Code,,,,W2,,,6abe2da3-4e86-4e9e-9101-8d184cf26fce,1669,1,136,134853.0,100587.0,-4.138987,0.4,41007022622001001S,-123.919311523,45.9983100891,0,POINT (-123.9193103194901 45.99831165389061)
3423,,,,W2,,1936,2,,,,,,,,,,372900,,,,,Pre - Code,,,,W2,,,343f9a10-135a-48ac-9f45-f0f03e500029,1668,1,136,80136.0,292764.0,-1.543176,0.4,41007022620001001S,-123.913452148,45.9977416992,0,POINT (-123.9134504111701 45.99774020538772)
3424,,,,W1,,1918,1,,,,,,,,,,216026,,,,,Pre - Code,,,,W1,,,740369cf-801b-491b-abe0-7d1a40692ce9,1667,1,122,61382.0,154644.0,-1.742504,0.35,41007022619001001S,-123.925094604,45.9981994629,0,POINT (-123.9250978720398 45.99819959706711)
3425,,,,W2,,2002,2,,,,,,,,,,326143,,,,,Moderate - Code,,,,W2,,,9d6bbce3-0088-425d-b955-e4944125ed51,1666,1,146,171499.0,154644.0,-1.983834,0.4,41007022618001001S,-123.924087524,45.998298645,0,POINT (-123.9240837543876 45.99829716646417)
3426,,,,W2,,2004,2,,,,,,,,,,319481,,,,,High - Code,,,,W2,,,64eb960c-39ce-4850-ae61-5291e5fa13a1,1665,1,146,164837.0,154644.0,-1.958337,0.4,41007022617001001S,-123.924346924,45.9981651306,0,POINT (-123.924348910906 45.99816461779732)
3427,,,,W1,,1918,1,,,,,,,,,,273640,,,,,Pre - Code,,,,W1,,,b5e8f73b-1f53-42a8-a3a5-ae0402167d6d,1664,1,130,118996.0,154644.0,-1.508623,0.35,41007022616001001S,-123.925346375,45.9981994629,0,POINT (-123.9253496888438 45.99819960050798)
3428,,,,W2,,2008,2,,,,,,,,,,496914,,,,,High - Code,,,,W2,,,4a6e90f7-5088-496a-bba8-dd1038bc1e0c,1663,1,156,342270.0,154644.0,-1.53085,0.4,41007022615001001S,-123.925613403,45.9981994629,0,POINT (-123.9256113420274 45.99819960238751)
3429,,,,W1,,1916,1,,,,,,,,,,226031,,,,,Pre - Code,,,,W1,,,731e6e2f-0024-4819-b300-b0fe7989825c,1662,1,134,71387.0,154644.0,-1.973024,0.35,41007022614001001S,-123.924720764,45.9982681274,0,POINT (-123.9247182595189 45.99826907885933)
3430,,,,W1,,1918,1,,,,,,,,,,203792,,,,,Pre - Code,,,,W1,,,1ec17e20-4b24-40bc-9f4c-a6bc6cb81e47,1661,1,130,49148.0,154644.0,-1.916378,0.35,41007022613001001S,-123.925811768,45.9981994629,0,POINT (-123.9258120102728 45.99819960308009)
3431,,,,W2,,1908,2,,,,,,,,,,381396,,,,,Pre - Code,,,,W2,,,7b96c67a-8b44-4611-b7de-f838d0e141ba,1660,1,137,89233.0,292163.0,-2.101003,0.4,41007022630001001S,-123.926109314,45.9981994629,0,POINT (-123.926107108665 45.99819960225138)
3432,,,,W2,,2005,2,,,,,,,,,,216765,,,,,High - Code,,,,W2,,,720e7ce8-0a13-477e-89c8-ffca3506cf0c,1659,1,199,116178.0,100587.0,-3.763933,0.4,41007022610001001S,-123.920799255,45.9983673096,0,POINT (-123.9207983814821 45.99836643967483)
3433,,,,W1,,1913,1,,,,,,,,,,210875,,,,,Pre - Code,,,,W1,,,d5dcd37b-e6a2-44ec-bf23-07f6c7c6313f,1658,1,131,110288.0,100587.0,-3.170258,0.35,41007022611001001S,-123.921203613,45.9983787537,0,POINT (-123.9212071873964 45.99838040758349)
3434,,,,W2,,2008,2,,,,,,,,,,874810,,,,,High - Code,,,,W2,,,ee4908cd-450c-409c-a938-57f1db4e711e,1657,1,167,720166.0,154644.0,-2.216435,0.4,41007022609001001S,-123.926620483,45.9982681274,0,POINT (-123.9266186119334 45.99826817186749)
3435,,,,W1,,1940,1,,,,,,,,,,266597,,,,,Pre - Code,,,,W1,,,f2585088-7281-4ca0-b869-62a5a2b61da6,1656,1,133,111953.0,154644.0,-2.460895,0.35,41007022607001001S,-123.9269104,45.9981994629,0,POINT (-123.9269137096302 45.99819960032633)
3436,,,,W1,,1910,1,,,,,,,,,,283454,,,,,Pre - Code,,,,W1,,,3e8f714c-cd33-4dc7-b746-d792c9c45cb4,1655,1,143,182867.0,100587.0,-3.030962,0.35,41007022608001001S,-123.921897888,45.9983215332,0,POINT (-123.9218976709066 45.99832041093846)
3437,,,,W1,,1918,1,,,,,,,,,,277854,,,,,Pre - Code,,,,W1,,,95dc0e91-c535-46f9-94bf-7557f8403414,1654,1,133,123210.0,154644.0,-3.099114,0.35,41007022606001001S,-123.927108765,45.9981994629,0,POINT (-123.9271104403283 45.99819959935437)
3438,,,,W1,,1910,1,,,,,,,,,,300915,,,,,Pre - Code,,,,W1,,,82f05455-0560-4e3c-adc3-1797bf4accaf,1653,1,133,146271.0,154644.0,-3.099114,0.35,41007022605001001S,-123.927307129,45.9981994629,0,POINT (-123.9273071725384 45.99819959920148)
3439,,,,W1,,1916,1,,,,,,,,,,315058,,,,,Pre - Code,,,,W1,,,1f77be36-883d-4d73-9ac8-8f00183edbfd,1652,1,131,75654.0,239404.0,-3.838312,0.35,41007022604001001S,-123.927505493,45.9981994629,0,POINT (-123.9275039052359 45.99819959573576)
3440,,,,W2,,1960,2,,,,,,,,,,493011,,,,,Pre - Code,,,,W2,,,8cea71f4-d31d-4162-a2a0-07860424099a,1650,1,156,253607.0,239404.0,-4.104022,0.4,41007022602001001S,-123.927703857,45.9981994629,0,POINT (-123.9277006370477 45.99819959256853)
3441,,,,W1,,1999,1,,,,,,,,,,289325,,,,,Moderate - Code,,,,W1,,,6ff12210-6345-47e9-bf05-b455fbf4f15d,1649,1,135,188738.0,100587.0,-4.150121,0.35,41007022601001001S,-123.919670105,45.9984359741,0,POINT (-123.9196713346723 45.99843769661808)
3442,,,,W2,,2001,2,,,,,,,,,,521633,,,,,Moderate - Code,,,,W2,,,ab991ae5-ce83-422c-b3c5-418bbc9795f2,1648,1,148,328069.0,193564.0,-4.104022,0.4,41007022600001001S,-123.927879333,45.9981994629,0,POINT (-123.9278776968289 45.99819959047213)
3443,,,,W1,,1912,1,,,,,,,,,,831789,,,,,Pre - Code,,,,W1,,,b8a49aee-3976-44b5-99e6-2bf32ccd76bb,1647,1,132,98213.0,733576.0,-0.007802,0.35,41007022599001001S,-123.930458069,45.9981307983,0,POINT (-123.9304588827177 45.99813096140436)
3444,,,,W2,,1981,2,,,,,,,,,,466321,,,,,Low - Code,,,,W2,,,0f03635a-4a70-4477-93e6-e1e1872fc4fc,1646,1,146,142157.0,324164.0,-4.243269,0.4,41007022598001001S,-123.92805481,45.9981994629,0,POINT (-123.9280547549957 45.99819958757442)
3445,,,,W1,,1915,1,,,,,,,,,,214633,,,,,Pre - Code,,,,W1,,,0383c2d0-49ac-4064-887c-19272e98246d,1645,1,134,30583.0,184050.0,-4.181582,0.35,41007022597001001S,-123.920013428,45.9984283447,0,POINT (-123.9200100869667 45.99842819737856)
3446,,,,W1,,1918,1,,,,,,,,,,181532,,,,,Pre - Code,,,,W1,,,f2563982-c4ea-4f61-a861-364904d75529,1643,1,124,80945.0,100587.0,-4.075234,0.35,41007022595001001S,-123.920303345,45.9984283447,0,POINT (-123.9203051838388 45.99842752310769)
3447,,,,W1,,1915,1,,,,,,,,,,239758,,,,,Pre - Code,,,,W1,,,3e453301-77ec-4333-b7f0-1e2c55b49d54,1641,1,125,122046.0,117712.0,-4.075234,0.35,41007022593001001S,-123.920501709,45.9984283447,0,POINT (-123.9205019154268 45.99842707457769)
3448,,,,W1,,1912,1,,,,,,,,,,885181,,,,,Pre - Code,,,,W1,,,6ae3e673-6f62-484f-b742-f82f3fd50267,1640,1,133,103693.0,781488.0,-0.007886,0.35,41007022568001001S,-123.930541992,45.9982681274,0,POINT (-123.930541236341 45.99826939993444)
3449,,,,W2,,1988,2,,,,,,,,,,237069,,,,,Low - Code,,,,W2,,,4a9dd278-aa4b-415a-8e43-dd608d210114,1639,1,232,151617.0,85452.0,0.5533,0.4,41007022592001001S,-123.915473938,45.9986038208,0,POINT (-123.9154710909426 45.99860489609274)
3450,,,,W2,,1995,2,,,,,,,,,,148257,,,,,Moderate - Code,,,,W2,,,01bd8f8a-3dc6-4391-ad74-07f24c81f149,1638,1,199,62805.0,85452.0,-0.336604,0.4,41007022591001001S,-123.915725708,45.9986038208,0,POINT (-123.91572370748 45.99860450257493)
